# this is a demo-export
#
# Stage :   0.000000  -  186.000000 
# AD-Channels:  undeformt    deformt   Unit
#     AD-0:     0.008545    0.788879    V
#     AD-1:     0.013123    0.290527    V
#
# Time  :  undeformt: 0.000000     [seconds since 01.01.1970]
#            deformt: 44.011938     [seconds since 01.01.1970]
#
#
# Index_x, Index_y, Coordinate-undef (x,y,z), Coord-def (x,y,z), Displ(x,y,z), Strain (x,y,Major, Minor, Thicknessreduction), AD-Channel 1 + 2
#
#  
   2    0  -0.108397 5.887992 6.430720    -0.042883 8.236391 6.420966    0.065515 2.348399 -0.009754             
  11    4  6.856520 2.670701 6.476600    6.861227 4.934218 6.428864    0.004707 2.263517 -0.047735    -2.055977 7.626482 7.667989 -2.097484 5.132043
  12    4  7.641213 2.656094 6.473584    7.628448 4.921864 6.427821    -0.012765 2.265770 -0.045763    -2.195280 7.015865 7.080818 -2.260233 4.453008
  13    4  8.426787 2.641319 6.468751    8.394574 4.907543 6.449107    -0.032212 2.266224 -0.019644    -2.082971 6.072862 6.150106 -2.160216 3.713793
  14    4  9.212762 2.626033 6.464869    9.166295 4.885606 6.457544    -0.046467 2.259573 -0.007325    -2.471335 5.553007 5.609655 -2.527983 2.855902
   1    5  -0.995735 2.041353 6.650077    -0.778997 4.195143 6.439748    0.216738 2.153790 -0.210329             
   2    5  -0.192843 2.037851 6.485836    -0.009592 4.189306 6.432846    0.183251 2.151456 -0.052989    -3.960712 7.801345 7.802132 -3.961498 3.411088
   3    5  0.585554 2.023948 6.492260    0.745332 4.179212 6.420975    0.159778 2.155264 -0.071285    -2.887309 7.921651 7.934926 -2.900583 4.583961
   4    5  1.366068 2.007504 6.487534    1.504052 4.168353 6.414462    0.137984 2.160850 -0.073072    -2.652256 8.436345 8.451204 -2.667115 5.265967
   5    5  2.146815 1.991662 6.485054    2.260738 4.158813 6.406855    0.113923 2.167151 -0.078199    -2.381942 8.615364 8.626482 -2.393059 5.684389
   6    5  2.927941 1.976035 6.483717    3.023441 4.148854 6.390149    0.095500 2.172818 -0.093568    -2.262724 8.797699 8.809053 -2.274079 5.957277
   7    5  3.708908 1.961171 6.486996    3.786409 4.140838 6.398867    0.077501 2.179667 -0.088129    -2.165430 8.841592 8.849061 -2.172899 6.089073
   8    5  4.490997 1.945191 6.486387    4.551284 4.131143 6.386784    0.060288 2.185952 -0.099603    -2.138469 8.823247 8.826023 -2.141245 6.099575
   9    5  5.274817 1.929772 6.478650    5.316737 4.122352 6.395523    0.041919 2.192580 -0.083128    -2.237570 8.715656 8.717430 -2.239344 5.911463
  10    5  6.057359 1.913490 6.482016    6.080187 4.109981 6.402444    0.022828 2.196491 -0.079572    -2.249959 8.482940 8.484678 -2.251697 5.697682
  11    5  6.840880 1.898454 6.482978    6.845375 4.100974 6.414741    0.004495 2.202519 -0.068237    -2.334632 8.123804 8.127311 -2.338138 5.302263
  12    5  7.625463 1.883605 6.480974    7.608918 4.091421 6.432710    -0.016545 2.207816 -0.048264    -2.507609 7.587352 7.593133 -2.513391 4.661025
  13    5  8.410256 1.868204 6.480946    8.371889 4.083211 6.448134    -0.038368 2.215006 -0.032812    -2.315132 6.601937 6.614369 -2.327564 3.968826
  14    5  9.196158 1.853958 6.477993    9.141952 4.077997 6.467736    -0.054205 2.224039 -0.010257    -2.873058 6.031640 6.069921 -2.911340 2.895525
   2    6  -0.214270 1.268656 6.527940    -0.036081 3.363244 6.508217    0.178189 2.094589 -0.019723    -3.488364 8.501333 8.525119 -3.512149 4.501379
   3    6  0.564837 1.254319 6.529430    0.717810 3.344295 6.495592    0.152973 2.089976 -0.033838    -2.793482 8.476593 8.548027 -2.864916 5.157729
   4    6  1.347492 1.236252 6.510241    1.475776 3.333811 6.424797    0.128284 2.097559 -0.085444    -2.448436 8.666599 8.725625 -2.507461 5.659819
   5    6  2.130427 1.221388 6.493957    2.244460 3.319410 6.439563    0.114033 2.098022 -0.054393    -2.199842 8.660173 8.683882 -2.223551 5.897623
   6    6  2.910347 1.205346 6.500677    3.006428 3.309158 6.445006    0.096081 2.103812 -0.055671    -2.132344 8.795567 8.818780 -2.155558 6.079589
   7    6  3.691348 1.190000 6.503937    3.771131 3.301029 6.448721    0.079783 2.111030 -0.055216    -1.998609 8.766418 8.779520 -2.011712 6.183616
   8    6  4.473999 1.174007 6.500120    4.539702 3.289721 6.445322    0.065704 2.115714 -0.054797    -1.942876 8.739965 8.744617 -1.947528 6.214935
   9    6  5.257515 1.157856 6.494443    5.307557 3.279291 6.442299    0.050043 2.121435 -0.052144    -2.163602 8.635679 8.636511 -2.164434 5.913475
  10    6  6.040487 1.141693 6.495531    6.071340 3.271485 6.453571    0.030853 2.129792 -0.041960    -2.229682 8.495944 8.496042 -2.229780 5.728696
  11    6  6.824816 1.126345 6.491951    6.839216 3.263496 6.458565    0.014400 2.137151 -0.033386    -2.244078 8.264456 8.265861 -2.245482 5.513094
  12    6  7.609052 1.110536 6.492196    7.604112 3.257302 6.476948    -0.004940 2.146766 -0.015248    -2.399571 7.966424 7.968263 -2.401410 5.101283
  13    6  8.393052 1.095136 6.497104    8.368789 3.254974 6.484604    -0.024263 2.159838 -0.012500    -2.295172 7.502331 7.502471 -2.295312 4.793599
  14    6  9.176888 1.081093 6.506249    9.133549 3.259759 6.502063    -0.043339 2.178666 -0.004186    -2.672517 7.237038 7.252566 -2.688045 4.186631
   2    7  -0.232534 0.499458 6.548509    -0.066934 2.526172 6.549938    0.165600 2.026714 0.001429    -1.460310 7.674181 7.830693 -1.616823 5.737976
   3    7  0.549266 0.484205 6.532022    0.693647 2.507965 6.553625    0.144380 2.023760 0.021604    -2.335223 7.889274 7.954176 -2.400125 5.090149
   4    7  1.330770 0.465367 6.520814    1.457148 2.498811 6.497308    0.126378 2.033445 -0.023506    -1.997273 7.736962 7.785003 -2.045314 5.285506
   5    7  2.111634 0.450679 6.518413    2.224053 2.483682 6.509105    0.112419 2.033003 -0.009307    -1.871874 7.671746 7.685224 -1.885352 5.352306
   6    7  2.891931 0.434708 6.522921    2.989594 2.475765 6.511826    0.097663 2.041057 -0.011095    -1.908334 7.453438 7.474752 -1.929649 5.124120
   7    7  3.673342 0.418558 6.523662    3.756444 2.465568 6.504210    0.083103 2.047010 -0.019452    -1.779905 7.372157 7.383477 -1.791225 5.177316
   8    7  4.455309 0.402234 6.524282    4.524909 2.456512 6.509147    0.069601 2.054279 -0.015136    -1.691714 7.293243 7.298053 -1.696524 5.193244
   9    7  5.238540 0.386431 6.520597    5.296112 2.447588 6.506413    0.057572 2.061157 -0.014184    -1.881617 7.231901 7.233307 -1.883024 4.955686
  10    7  6.022578 0.370264 6.515402    6.063387 2.439344 6.511614    0.040809 2.069080 -0.003788    -1.945598 7.238984 7.239152 -1.945766 4.900052
  11    7  6.806751 0.354321 6.512888    6.833251 2.430417 6.514671    0.026500 2.076096 0.001783    -1.937001 7.255702 7.258965 -1.940264 4.922955
  12    7  7.590750 0.338344 6.514713    7.601788 2.424301 6.522844    0.011038 2.085958 0.008131    -2.054893 7.312778 7.315890 -2.058004 4.859151
  13    7  8.376000 0.321981 6.512417    8.371641 2.421961 6.536567    -0.004359 2.099980 0.024150    -2.119117 7.463459 7.464433 -2.120091 4.930394
  14    7  9.160875 0.306429 6.515666    9.140289 2.423623 6.543728    -0.020586 2.117193 0.028062    -1.994533 7.574132 7.576672 -1.997073 5.148796
   1    8  -1.025361 -0.255461 6.539263    -0.889991 1.721585 6.662176    0.135370 1.977046 0.122913             
   2    8  -0.246122 -0.271872 6.536819    -0.095991 1.699508 6.549093    0.150131 1.971380 0.012273    -0.568199 6.302963 6.355043 -0.620279 5.388454
   3    8  0.533861 -0.290388 6.532610    0.671435 1.681799 6.558206    0.137574 1.972188 0.025596    -1.770727 6.248808 6.313724 -1.835642 4.179852
   4    8  1.313726 -0.306559 6.533311    1.440947 1.671425 6.555984    0.127221 1.977984 0.022673    -1.634469 5.934322 5.973698 -1.673844 4.030584
   5    8  2.092843 -0.319979 6.542876    2.206123 1.665072 6.553691    0.113279 1.985051 0.010814    -1.619720 5.921873 5.937380 -1.635227 4.035373
   6    8  2.874646 -0.336526 6.537832    2.974943 1.655140 6.551454    0.100297 1.991667 0.013622    -1.659678 5.798156 5.813710 -1.675231 3.884125
   7    8  3.655975 -0.353147 6.539332    3.743364 1.645116 6.540493    0.087390 1.998263 0.001161    -1.619249 5.800304 5.808578 -1.627523 3.926079
   8    8  4.438659 -0.370415 6.535641    4.514078 1.635520 6.546615    0.075419 2.005935 0.010974    -1.534476 5.788209 5.791916 -1.538183 3.998134
   9    8  5.221515 -0.385897 6.534681    5.285140 1.626773 6.545873    0.063625 2.012670 0.011193    -1.592219 5.837343 5.837843 -1.592720 3.986614
  10    8  6.005530 -0.401739 6.530017    6.056796 1.618293 6.547751    0.051266 2.020031 0.017734    -1.623878 5.872112 5.872344 -1.624111 3.987274
  11    8  6.789464 -0.417837 6.529207    6.829125 1.609075 6.555515    0.039661 2.026912 0.026308    -1.639015 5.935254 5.938069 -1.641831 4.029555
  12    8  7.573355 -0.434434 6.531848    7.600121 1.601500 6.556948    0.026766 2.035933 0.025099    -1.726342 6.127881 6.130823 -1.729284 4.118604
  13    8  8.359132 -0.450800 6.526775    8.372636 1.595807 6.565555    0.013504 2.046607 0.038780    -1.834527 6.520848 6.522574 -1.836253 4.367123
  14    8  9.144143 -0.468409 6.529213    9.142031 1.591706 6.575318    -0.002112 2.060115 0.046105    -1.824431 6.773548 6.778083 -1.828967 4.603044
   1    9  -1.044722 -1.029851 6.566072    -0.892825 0.891996 6.621939    0.151896 1.921847 0.055867    -0.262351 4.851555 4.859501 -0.270297 4.375828
   2    9  -0.263575 -1.042135 6.551662    -0.117104 0.881138 6.564110    0.146471 1.923272 0.012448    -0.385848 4.951828 4.960543 -0.394563 4.348698
   3    9  0.515802 -1.058883 6.552230    0.652059 0.872654 6.561319    0.136258 1.931537 0.009090    -1.449063 5.190553 5.228596 -1.487106 3.534250
   4    9  1.295401 -1.074689 6.555027    1.420338 0.865231 6.566180    0.124937 1.939919 0.011153    -1.313720 4.949254 4.992359 -1.356825 3.444890
   5    9  2.076662 -1.090751 6.550393    2.192093 0.853547 6.561645    0.115431 1.944298 0.011252    -1.323538 4.776674 4.800742 -1.347606 3.277389
   6    9  2.858441 -1.107700 6.545871    2.963137 0.842926 6.559926    0.104696 1.950626 0.014055    -1.485504 4.621291 4.630963 -1.495177 2.975307
   7    9  3.640723 -1.124839 6.541707    3.733615 0.833659 6.552981    0.092892 1.958499 0.011274    -1.507441 4.604928 4.609131 -1.511643 2.938832
   8    9  4.422617 -1.141190 6.543600    4.504586 0.824049 6.548425    0.081969 1.965239 0.004825    -1.430747 4.639391 4.640661 -1.432016 3.046464
   9    9  5.205533 -1.157470 6.542558    5.276140 0.813928 6.557037    0.070608 1.971398 0.014479    -1.443166 4.738632 4.738785 -1.443318 3.126187
  10    9  5.989343 -1.173843 6.539453    6.050094 0.804433 6.562253    0.060751 1.978276 0.022800    -1.384393 4.771972 4.771994 -1.384415 3.214737
  11    9  6.772757 -1.190344 6.542059    6.822902 0.795146 6.562081    0.050144 1.985489 0.020022    -1.386978 4.873057 4.873253 -1.387174 3.305481
  12    9  7.557789 -1.207623 6.538232    7.596840 0.785417 6.567198    0.039050 1.993040 0.028966    -1.513779 5.069908 5.072244 -1.516114 3.362248
  13    9  8.343797 -1.223976 6.532250    8.370839 0.775736 6.569620    0.027041 1.999712 0.037370    -1.635604 5.429214 5.432135 -1.638525 3.572264
  14    9  9.129257 -1.241289 6.532602    9.143487 0.766680 6.577196    0.014230 2.007969 0.044594    -1.512566 5.648728 5.671195 -1.535033 3.891536
   1   10  -1.065419 -1.798422 6.603336    -0.913854 0.112017 6.706570    0.151565 1.910438 0.103234             
   2   10  -0.280637 -1.812440 6.563842    -0.130969 0.074771 6.571551    0.149668 1.887211 0.007708    -0.920134 4.605396 4.619261 -0.933999 3.514130
   3   10  0.499833 -1.829223 6.557482    0.635917 0.063645 6.543233    0.136084 1.892868 -0.014249    -1.430715 4.584215 4.599083 -1.445584 2.994573
   4   10  1.280334 -1.845319 6.554777    1.406392 0.054896 6.550469    0.126059 1.900215 -0.004308    -1.151653 4.319642 4.353893 -1.185905 3.022174
   5   10  2.060911 -1.862235 6.554999    2.180423 0.049770 6.560855    0.119513 1.912005 0.005856    -1.126659 3.969610 3.986743 -1.143792 2.721228
   6   10  2.841824 -1.879996 6.556366    2.953111 0.040212 6.556123    0.111287 1.920208 -0.000242    -1.376582 3.716141 3.720428 -1.380869 2.236998
   7   10  3.624718 -1.897462 6.548683    3.723303 0.030297 6.557040    0.098585 1.927760 0.008357    -1.435504 3.721707 3.723719 -1.437516 2.183914
   8   10  4.407161 -1.913145 6.547741    4.495787 0.020566 6.553814    0.088626 1.933712 0.006073    -1.383250 3.753055 3.753214 -1.383409 2.265374
   9   10  5.190243 -1.929887 6.546078    5.268275 0.009906 6.556270    0.078032 1.939794 0.010192    -1.410577 3.826169 3.826178 -1.410586 2.307135
  10   10  5.973612 -1.947222 6.545957    6.040430 -0.002369 6.561134    0.066818 1.944853 0.015177    -1.371036 3.902724 3.904075 -1.372387 2.418184
  11   10  6.757206 -1.963451 6.547976    6.815310 -0.010547 6.560133    0.058104 1.952905 0.012158    -1.273255 4.017961 4.019800 -1.275094 2.622806
  12   10  7.541965 -1.980846 6.546171    7.590633 -0.022628 6.563586    0.048668 1.958218 0.017415    -1.304862 4.136941 4.137143 -1.305064 2.702996
  13   10  8.328097 -1.998235 6.539706    8.365213 -0.035890 6.572612    0.037116 1.962345 0.032905    -1.431591 4.332756 4.334609 -1.433443 2.760655
  14   10  9.114547 -2.013124 6.535213    9.140919 -0.043557 6.573085    0.026372 1.969568 0.037872    -1.272274 4.434496 4.443816 -1.281594 3.011747
   2   11  -0.298118 -2.579987 6.579426    -0.142169 -0.726272 6.560434    0.155949 1.853716 -0.018992    -1.389599 4.680983 4.730985 -1.439601 3.122626
   3   11  0.484259 -2.596213 6.560751    0.627291 -0.738160 6.552645    0.143032 1.858053 -0.008106    -1.372903 3.649896 3.654999 -1.378007 2.178128
   4   11  1.264308 -2.616946 6.560673    1.398708 -0.746794 6.555797    0.134400 1.870152 -0.004875    -1.100986 3.450783 3.476035 -1.126239 2.258462
   5   11  2.044723 -2.634690 6.562279    2.171366 -0.748186 6.555055    0.126643 1.886504 -0.007223    -1.126909 3.322944 3.335927 -1.139892 2.112423
   6   11  2.825946 -2.651545 6.562289    2.942931 -0.758316 6.550479    0.116985 1.893229 -0.011810    -1.339242 3.386963 3.389718 -1.341997 1.962929
   7   11  3.608709 -2.668410 6.556025    3.714795 -0.767833 6.547800    0.106086 1.900578 -0.008225    -1.399083 3.363450 3.364658 -1.400292 1.881184
   8   11  4.391608 -2.685197 6.552498    4.487212 -0.777948 6.553312    0.095604 1.907249 0.000813    -1.410004 3.345555 3.345718 -1.410167 1.853372
   9   11  5.174875 -2.702449 6.550095    5.259505 -0.789753 6.549333    0.084631 1.912696 -0.000762    -1.503373 3.303316 3.303609 -1.503665 1.720161
  10   11  5.958694 -2.718852 6.547897    6.031691 -0.801812 6.547429    0.072997 1.917041 -0.000468    -1.476995 3.354649 3.358780 -1.481127 1.795093
  11   11  6.743566 -2.735583 6.542738    6.804683 -0.811635 6.551373    0.061117 1.923948 0.008635    -1.203623 3.452168 3.456091 -1.207545 2.159163
  12   11  7.526138 -2.754018 6.554186    7.579678 -0.825146 6.555554    0.053540 1.928872 0.001368    -1.142832 3.584863 3.585337 -1.143306 2.344742
  13   11  8.311898 -2.770907 6.550362    8.356376 -0.837946 6.559642    0.044478 1.932961 0.009279    -1.285292 3.703878 3.703929 -1.285343 2.316064
  14   11  9.097982 -2.787394 6.548063    9.132056 -0.850096 6.555125    0.034074 1.937298 0.007062    -1.197861 3.747625 3.750723 -1.200960 2.443516
   1   12  -1.099279 -3.333796 6.626102    -0.920380 -1.516823 6.558136    0.178899 1.816973 -0.067965             
   2   12  -0.311983 -3.348500 6.570210    -0.149883 -1.522656 6.561121    0.162099 1.825843 -0.009089    -1.354843 2.282244 2.285601 -1.358200 0.888395
   3   12  0.469015 -3.364480 6.561566    0.620989 -1.530011 6.549578    0.151975 1.834469 -0.011989    -1.317398 2.772735 2.773298 -1.317961 1.398938
   4   12  1.247299 -3.387768 6.573217    1.390891 -1.537404 6.548640    0.143593 1.850363 -0.024577    -1.190202 2.937593 2.948523 -1.201132 1.683160
   5   12  2.028832 -3.405618 6.567939    2.162746 -1.546288 6.542367    0.133915 1.859330 -0.025572    -1.311819 3.193945 3.197301 -1.315174 1.806830
   6   12  2.810752 -3.423808 6.563742    2.934279 -1.556105 6.543358    0.123527 1.867703 -0.020384    -1.386435 3.334835 3.336625 -1.388226 1.866576
   7   12  3.593232 -3.440234 6.559881    3.706467 -1.564821 6.541561    0.113235 1.875413 -0.018320    -1.426358 3.293407 3.296045 -1.428996 1.787419
   8   12  4.375808 -3.457712 6.558736    4.478375 -1.575558 6.538585    0.102567 1.882154 -0.020151    -1.497126 3.256386 3.257914 -1.498654 1.681671
   9   12  5.158318 -3.474558 6.561495    5.248014 -1.586416 6.540909    0.089696 1.888142 -0.020586    -1.563578 3.180639 3.183075 -1.566014 1.543030
  10   12  5.943669 -3.492472 6.550187    6.020610 -1.597936 6.540492    0.076941 1.894535 -0.009695    -1.548144 3.143757 3.145897 -1.550284 1.523280
  11   12  6.730852 -3.510521 6.531565    6.795018 -1.611563 6.541350    0.064166 1.898958 0.009784    -1.250421 3.181694 3.182058 -1.250785 1.856360
  12   12  7.510784 -3.527291 6.559456    7.569162 -1.625220 6.544609    0.058378 1.902070 -0.014847    -1.139892 3.289241 3.289381 -1.140032 2.068173
  13   12  8.295520 -3.543865 6.562053    8.344072 -1.637880 6.548775    0.048551 1.905985 -0.013279    -1.205007 3.334392 3.335203 -1.205817 2.046416
